#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Product Type,Vendor,Product
310,CVE-1999-1129,,,,1999-09-01,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Cisco,IOS
311,CVE-1999-1127,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
312,CVE-1999-1126,,,'+Info,1999-12-31,2017-12-18,2.1,None,Local,Low,Not required,Partial,None,None,Application,Cisco,Resource Manager
313,CVE-1999-1124,,,Bypass,1999-12-31,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Allaire,Coldfusion
314,CVE-1999-1117,,,,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,OS,IBM,AIX
315,CVE-1999-1112,,,Exec Code Overflow,1999-11-09,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Irfanview,Irfanview
316,CVE-1999-1111,,,Overflow Bypass,1999-11-09,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Immunix,Stackguard
317,CVE-1999-1110,,,,1999-11-14,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,IE
318,CVE-1999-1109,,,DoS,1999-12-22,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Sendmail,Sendmail
319,CVE-1999-1105,,,,1999-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows 95
320,CVE-1999-1104,,,'+Priv,1999-12-31,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 95
321,CVE-1999-1102,,,,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,None,OS,Apple,A Ux
321,CVE-1999-1102,,,,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,None,OS,BSD,BSD
321,CVE-1999-1102,,,,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,None,OS,SGI,Irix
321,CVE-1999-1102,,,,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,None,OS,SUN,Sunos
322,CVE-1999-1101,,,'+Priv,1999-02-19,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Kab Software,Lydia
323,CVE-1999-1100,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Cisco,Pix Private Link
324,CVE-1999-1097,,,,1999-05-04,2017-12-18,6.4,None,Remote,Low,Not required,Partial,Partial,None,Application,Microsoft,Netmeeting
325,CVE-1999-1094,,,Exec Code Overflow,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
326,CVE-1999-1093,,,Exec Code Overflow,1999-12-31,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Microsoft,IE
327,CVE-1999-1092,,,,1999-11-17,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Iain Lea,TIN
328,CVE-1999-1087,,,,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
329,CVE-1999-1086,,,'+Priv,1999-07-15,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Novell,Netware
330,CVE-1999-1084,,,,1999-12-31,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
331,CVE-1999-1083,,,Dir. Trav.,1999-10-08,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,T. Hauck,Jana Web Server
332,CVE-1999-1082,,,Dir. Trav.,1999-10-08,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,T. Hauck,Jana Web Server
333,CVE-1999-1079,,,'+Priv,1999-05-06,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,IBM,AIX
334,CVE-1999-1078,,,'+Priv,1999-07-29,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Ipswitch,Ws Ftp Pro
335,CVE-1999-1077,,,Bypass,1999-11-01,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Apple,Mac Os
336,CVE-1999-1076,,,Bypass,1999-10-26,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Apple,Mac Os
337,CVE-1999-1074,,,'+Priv,1999-12-31,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Webmin,Webmin
338,CVE-1999-1066,,,,1999-12-22,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,SGI,Quake 1 Server
339,CVE-1999-1065,,,DoS Exec Code,1999-11-04,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Palm Pilot,Hotsync Manager
340,CVE-1999-1064,,,DoS Exec Code Overflow,1999-08-22,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Windowmaker,Windowmaker
341,CVE-1999-1063,,,Exec Code,1999-06-01,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Cdomain,Cdomainfree
342,CVE-1999-1060,,,DoS Exec Code Overflow,1999-02-17,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Tetrix,Tetrinet
343,CVE-1999-1058,,,DoS Exec Code Overflow,1999-11-22,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Arcane Software,Vermillion Ftp Daemon
344,CVE-1999-1055,,,Exec Code,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Excel
345,CVE-1999-1053,,,Exec Code,1999-09-13,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Apache,Http Server
345,CVE-1999-1053,,,Exec Code,1999-09-13,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Matt Wright,Matt Wright Guestbook
346,CVE-1999-1052,,,,1999-08-24,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Frontpage
347,CVE-1999-1051,,,,1999-11-16,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Matt Wright,Formhandler.cgi
348,CVE-1999-1050,,,Dir. Trav.,1999-11-12,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Matt Wright,Formhandler.cgi
349,CVE-1999-1049,,,,1999-02-21,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,CA,Arcserve Backup
350,CVE-1999-1047,,,Bypass,1999-10-18,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Bsdi,Gauntlet
351,CVE-1999-1046,,,DoS Exec Code Overflow,1999-03-01,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Ipswitch,Imail
352,CVE-1999-1043,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Exchange Server
353,CVE-1999-1042,,,,1999-12-31,2008-09-05,1.2,None,Local,High,Not required,Partial,None,None,Application,Cisco,Resource Manager
354,CVE-1999-1035,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Internet Information Server
355,CVE-1999-1033,,,,1999-05-11,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Outlook Express
356,CVE-1999-1031,,,DoS,1999-05-19,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Behold Software,Web Page Counter
357,CVE-1999-1030,,,DoS,1999-05-19,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Behold Software,Web Page Counter
358,CVE-1999-1029,,,,1999-05-13,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,SSH,Ssh2
359,CVE-1999-1028,,,DoS,1999-05-28,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Symantec,Pcanywhere
360,CVE-1999-1023,,,,1999-06-10,2018-10-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
361,CVE-1999-1019,,,,1999-06-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Cabletron,Spectrum Enterprise Manager
362,CVE-1999-1018,,,Bypass,1999-07-27,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Linux,Linux Kernel
363,CVE-1999-1017,,,,1999-07-28,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Seattle Lab Software,Emurl
364,CVE-1999-1016,,,DoS,1999-08-27,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Frontpage
364,CVE-1999-1016,,,DoS,1999-08-27,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,IE
364,CVE-1999-1016,,,DoS,1999-08-27,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Outlook Express
364,CVE-1999-1016,,,DoS,1999-08-27,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Qualcomm,Eudora
365,CVE-1999-1014,,,Overflow +Priv,1999-09-13,2018-10-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
365,CVE-1999-1014,,,Overflow +Priv,1999-09-13,2018-10-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
366,CVE-1999-1013,,,,1999-09-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
367,CVE-1999-1012,,,,1999-05-04,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Lotus,Domino
368,CVE-1999-1011,264.0,,Exec Code,1999-07-19,2018-10-15,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Data Access Components
368,CVE-1999-1011,264.0,,Exec Code,1999-07-19,2018-10-15,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Index Server
368,CVE-1999-1011,264.0,,Exec Code,1999-07-19,2018-10-15,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Internet Information Server
368,CVE-1999-1011,264.0,,Exec Code,1999-07-19,2018-10-15,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Site Server
369,CVE-1999-1010,,,,1999-12-14,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,Application,Openbsd,Openssh
370,CVE-1999-1009,,,,1999-12-12,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,Application,Disney,Go Express Search
371,CVE-1999-1007,,,Exec Code Overflow,1999-12-13,2016-10-17,7.6,Admin,Remote,High,Not required,Complete,Complete,Complete,Application,Vdonet,Vdolive Player
372,CVE-1999-1006,,,,1999-12-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Novell,Groupwise
373,CVE-1999-1005,,,,1999-12-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Netscape,Enterprise Server
373,CVE-1999-1005,,,,1999-12-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Novell,Groupwise
374,CVE-1999-1004,,,Overflow,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Symantec,Norton Antivirus
375,CVE-1999-1003,,,DoS,1999-12-13,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Jgaa,Warftpd
376,CVE-1999-1001,,,,1999-12-16,2008-09-09,2.6,None,Remote,High,Not required,None,Partial,None,Hardware,Cisco,Cache Engine
377,CVE-1999-1000,,,,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Hardware,Cisco,Cache Engine
378,CVE-1999-0999,20.0,,DoS,1999-11-19,2018-10-12,4.3,None,Remote,Medium,Not required,None,None,Partial,Application,Microsoft,Sql Server
379,CVE-1999-0998,,,,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,Hardware,Cisco,Cache Engine
380,CVE-1999-0997,,,Exec Code,1999-12-20,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Millenux Gmbh,Anonftp
380,CVE-1999-0997,,,Exec Code,1999-12-20,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
380,CVE-1999-0997,,,Exec Code,1999-12-20,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,University Of Washington,Wu-ftpd
381,CVE-1999-0996,,,Exec Code Overflow,1999-12-15,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Infoseek,Ultraseek Server
382,CVE-1999-0995,20.0,,DoS,1999-12-16,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
383,CVE-1999-0994,255.0,,,1999-12-16,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows Nt
384,CVE-1999-0993,16.0,,,1999-12-13,2017-01-19,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Exchange Server
385,CVE-1999-0991,,,DoS Overflow,1999-12-06,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Goodtech,Telnet Server Nt
386,CVE-1999-0990,,,,1999-12-05,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Gnome,GDM
387,CVE-1999-0989,,,Exec Code Overflow,1999-12-06,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
388,CVE-1999-0988,,,,1999-12-04,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
389,CVE-1999-0987,287.0,,,1999-11-18,2018-08-13,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
390,CVE-1999-0986,,,DoS,1999-12-08,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Debian,Debian Linux
390,CVE-1999-0986,,,DoS,1999-12-08,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Linux,Linux Kernel
390,CVE-1999-0986,,,DoS,1999-12-08,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Redhat,Linux
391,CVE-1999-0985,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,CC,Cc Whois
392,CVE-1999-0984,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Matts Whois,Matts Whois
393,CVE-1999-0983,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Internic,Whois Lookup
394,CVE-1999-0982,,,,1999-12-05,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
394,CVE-1999-0982,,,,1999-12-05,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,SUN,Web-based Enterprise Management
395,CVE-1999-0981,59.0,,,1999-12-08,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Microsoft,IE
396,CVE-1999-0978,,,Exec Code,1999-12-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Debian,Debian Linux
397,CVE-1999-0977,,,Overflow +Priv,1999-12-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
397,CVE-1999-0977,,,Overflow +Priv,1999-12-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
398,CVE-1999-0976,,,DoS,1999-12-07,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,Application,Eric Allman,Sendmail
399,CVE-1999-0975,,,Exec Code,1999-12-10,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 95
399,CVE-1999-0975,,,Exec Code,1999-12-10,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 98
399,CVE-1999-0975,,,Exec Code,1999-12-10,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
400,CVE-1999-0974,,,Overflow +Priv,1999-12-09,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
400,CVE-1999-0974,,,Overflow +Priv,1999-12-09,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
401,CVE-1999-0973,,,Overflow +Priv,1999-12-07,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
401,CVE-1999-0973,,,Overflow +Priv,1999-12-07,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
402,CVE-1999-0972,,,Overflow,1999-12-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Wolfpack Development,Xshipwars
403,CVE-1999-0970,,,DoS,1999-06-05,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Omnicron,Omnihttpd
404,CVE-1999-0963,,,'+Priv,1999-12-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Freebsd,Freebsd
405,CVE-1999-0954,,,,1999-09-16,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Matt Wright,Wwwboard
406,CVE-1999-0953,,,,1999-09-16,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Matt Wright,Wwwboard
407,CVE-1999-0952,,,Overflow,1999-01-28,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
407,CVE-1999-0952,,,Overflow,1999-01-28,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
408,CVE-1999-0951,,,Exec Code Overflow,1999-10-22,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Omnicron,Omnihttpd
409,CVE-1999-0950,,,Overflow,1999-10-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Texas Imperial Software,Wftpd
410,CVE-1999-0949,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SGI,Irix
410,CVE-1999-0949,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
410,CVE-1999-0949,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
410,CVE-1999-0949,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Turbolinux,Turbolinux
411,CVE-1999-0948,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SGI,Irix
411,CVE-1999-0948,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
411,CVE-1999-0948,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
411,CVE-1999-0948,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Turbolinux,Turbolinux
412,CVE-1999-0947,,,Exec Code,1999-11-02,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,AN,An-httpd
413,CVE-1999-0946,,,Overflow,1999-11-02,2016-10-17,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Yamaha,Midiplug
415,CVE-1999-0943,,,Overflow +Priv,1999-10-15,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Openlink,Openlink
416,CVE-1999-0942,,,'+Priv,1999-10-04,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
417,CVE-1999-0940,,,Exec Code Overflow,1999-09-27,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Mutt,Mutt Mail Client
418,CVE-1999-0939,,,DoS,1999-08-26,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Debian,Debian Linux
419,CVE-1999-0938,,,Exec Code,1999-06-28,2016-09-16,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,University College London,SDR
422,CVE-1999-0933,,,,1999-10-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Teamshare,Teamtrack
423,CVE-1999-0932,,,,1999-09-30,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Mediahouse Software,Statistics Server
424,CVE-1999-0931,,,Exec Code Overflow,1999-09-30,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Mediahouse Software,Statistics Server
425,CVE-1999-0929,,,DoS,1999-06-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Novell,Http Server
425,CVE-1999-0929,,,DoS,1999-06-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Novell,Netware
426,CVE-1999-0928,,,DoS Overflow,1999-05-23,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Smartdesk,Websuite
427,CVE-1999-0927,,,,1999-05-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Gordano,Ntmail
428,CVE-1999-0926,,,DoS,1999-09-03,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,Apache,Http Server
429,CVE-1999-0925,,,DoS,1999-09-03,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Messagemedia,Unitymail
430,CVE-1999-0921,,,DoS,1999-04-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,BMC,Patrol Agent
431,CVE-1999-0920,,,Overflow +Priv,1999-05-26,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,University Of Washington,Imap
431,CVE-1999-0920,,,Overflow +Priv,1999-05-26,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,University Of Washington,Pop2d
432,CVE-1999-0918,20.0,,DoS,1999-07-03,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows 2000
432,CVE-1999-0918,20.0,,DoS,1999-07-03,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows 95
432,CVE-1999-0918,20.0,,DoS,1999-07-03,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows 98
432,CVE-1999-0918,20.0,,DoS,1999-07-03,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
433,CVE-1999-0917,,,,1999-05-27,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Microsoft,IE
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Webtrends,Webtrends Enterprise Suite
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Webtrends,Webtrends For Firewalls
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Webtrends,Webtrends Log Analyzer
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Webtrends,Webtrends Professional Suite
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Webtrends,Webtrends Security Analyzer
435,CVE-1999-0915,,,,1999-10-28,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Pacific Software,Url Live
436,CVE-1999-0914,,,Overflow,1999-01-03,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
437,CVE-1999-0913,,,Exec Code,1999-08-05,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Network Security Wizards,Dragon-fire Ids
438,CVE-1999-0912,,,DoS,1999-09-22,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,OS,Freebsd,Freebsd
439,CVE-1999-0911,,,Overflow,1999-08-27,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Proftpd Project,Proftpd
440,CVE-1999-0910,,,,1999-09-10,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Commercial Internet System
440,CVE-1999-0910,,,,1999-09-10,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Site Server
440,CVE-1999-0910,,,,1999-09-10,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Site Server Commerce
441,CVE-1999-0909,264.0,,Bypass,1999-09-20,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Terminal Server
441,CVE-1999-0909,264.0,,Bypass,1999-09-20,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 95
441,CVE-1999-0909,264.0,,Bypass,1999-09-20,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 98se
441,CVE-1999-0909,264.0,,Bypass,1999-09-20,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
442,CVE-1999-0908,,,DoS,1999-09-23,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,OS,SUN,Solaris
442,CVE-1999-0908,,,DoS,1999-09-23,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,OS,SUN,Sunos
443,CVE-1999-0907,,,,1999-09-16,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Steven J. Merrifield,Soundcard Cw
444,CVE-1999-0906,,,Overflow,1999-09-23,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Suse,Suse Linux
445,CVE-1999-0905,,,DoS,1999-10-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Axent,Raptor Firewall
446,CVE-1999-0904,,,DoS Overflow,1999-11-03,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Byte Fusion,Bftelnet
447,CVE-1999-0903,,,,1999-10-26,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,IBM,AIX
448,CVE-1999-0902,,,,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Application,Linux-nis,Ypserv
449,CVE-1999-0901,,,,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Application,Linux-nis,Ypserv
450,CVE-1999-0900,,,Overflow +Priv,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Application,Linux-nis,Rpc.yppasswdd
451,CVE-1999-0899,264.0,,Exec Code,1999-11-04,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
