#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,CVE_Link
370,CVE-1999-1009,,,,1999-12-12,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-1009/
371,CVE-1999-1007,,,Exec Code Overflow,1999-12-13,2016-10-17,7.6,Admin,Remote,High,Not required,Complete,Complete,Complete,/cve/CVE-1999-1007/
372,CVE-1999-1006,,,,1999-12-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1006/
373,CVE-1999-1005,,,,1999-12-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1005/
374,CVE-1999-1004,,,Overflow,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1004/
375,CVE-1999-1003,,,DoS,1999-12-13,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1003/
376,CVE-1999-1001,,,,1999-12-16,2008-09-09,2.6,None,Remote,High,Not required,None,Partial,None,/cve/CVE-1999-1001/
377,CVE-1999-1000,,,,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1000/
378,CVE-1999-0999,20,,DoS,1999-11-19,2018-10-12,4.3,None,Remote,Medium,Not required,None,None,Partial,/cve/CVE-1999-0999/
379,CVE-1999-0998,,,,1999-12-16,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-0998/
380,CVE-1999-0997,,,Exec Code,1999-12-20,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0997/
381,CVE-1999-0996,,,Exec Code Overflow,1999-12-15,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0996/
382,CVE-1999-0995,20,,DoS,1999-12-16,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,/cve/CVE-1999-0995/
383,CVE-1999-0994,255,,,1999-12-16,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0994/
384,CVE-1999-0993,16,,,1999-12-13,2017-01-19,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0993/
385,CVE-1999-0991,,,DoS Overflow,1999-12-06,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0991/
386,CVE-1999-0990,,,,1999-12-05,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0990/
387,CVE-1999-0989,,,Exec Code Overflow,1999-12-06,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0989/
388,CVE-1999-0988,,,,1999-12-04,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0988/
389,CVE-1999-0987,287,,,1999-11-18,2018-08-13,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0987/
390,CVE-1999-0986,,,DoS,1999-12-08,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0986/
391,CVE-1999-0985,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0985/
392,CVE-1999-0984,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0984/
393,CVE-1999-0983,,,Exec Code,1999-11-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0983/
394,CVE-1999-0982,,,,1999-12-05,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0982/
395,CVE-1999-0981,59,,,1999-12-08,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0981/
396,CVE-1999-0978,,,Exec Code,1999-12-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0978/
397,CVE-1999-0977,,,Overflow +Priv,1999-12-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0977/
398,CVE-1999-0976,,,DoS,1999-12-07,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0976/
399,CVE-1999-0975,,,Exec Code,1999-12-10,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0975/
400,CVE-1999-0974,,,Overflow +Priv,1999-12-09,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0974/
401,CVE-1999-0973,,,Overflow +Priv,1999-12-07,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0973/
402,CVE-1999-0972,,,Overflow,1999-12-09,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0972/
403,CVE-1999-0970,,,DoS,1999-06-05,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0970/
404,CVE-1999-0963,,,'+Priv,1999-12-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0963/
405,CVE-1999-0954,,,,1999-09-16,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0954/
406,CVE-1999-0953,,,,1999-09-16,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0953/
407,CVE-1999-0952,,,Overflow,1999-01-28,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0952/
408,CVE-1999-0951,,,Exec Code Overflow,1999-10-22,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0951/
409,CVE-1999-0950,,,Overflow,1999-10-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0950/
410,CVE-1999-0949,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0949/
411,CVE-1999-0948,,,Overflow +Priv,1999-11-02,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0948/
412,CVE-1999-0947,,,Exec Code,1999-11-02,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0947/
413,CVE-1999-0946,,,Overflow,1999-11-02,2016-10-17,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0946/
414,CVE-1999-0944,,,,1999-10-24,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0944/
415,CVE-1999-0943,,,Overflow +Priv,1999-10-15,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0943/
416,CVE-1999-0942,,,'+Priv,1999-10-04,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0942/
417,CVE-1999-0940,,,Exec Code Overflow,1999-09-27,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0940/
418,CVE-1999-0939,,,DoS,1999-08-26,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0939/
419,CVE-1999-0938,,,Exec Code,1999-06-28,2016-09-16,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0938/
420,CVE-1999-0935,,,Exec Code,1999-12-15,2005-05-02,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0935/
421,CVE-1999-0934,,,,1999-12-15,2018-05-02,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0934/
422,CVE-1999-0933,,,,1999-10-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0933/
423,CVE-1999-0932,,,,1999-09-30,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0932/
424,CVE-1999-0931,,,Exec Code Overflow,1999-09-30,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-0931/
425,CVE-1999-0929,,,DoS,1999-06-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0929/
426,CVE-1999-0928,,,DoS Overflow,1999-05-23,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0928/
427,CVE-1999-0927,,,,1999-05-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0927/
428,CVE-1999-0926,,,DoS,1999-09-03,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0926/
429,CVE-1999-0925,,,DoS,1999-09-03,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0925/
430,CVE-1999-0921,,,DoS,1999-04-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0921/
431,CVE-1999-0920,,,Overflow +Priv,1999-05-26,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0920/
432,CVE-1999-0918,20,,DoS,1999-07-03,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,/cve/CVE-1999-0918/
433,CVE-1999-0917,,,,1999-05-27,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0917/
434,CVE-1999-0916,,,,1999-06-29,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0916/
435,CVE-1999-0915,,,,1999-10-28,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0915/
436,CVE-1999-0914,,,Overflow,1999-01-03,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0914/
437,CVE-1999-0913,,,Exec Code,1999-08-05,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0913/
438,CVE-1999-0912,,,DoS,1999-09-22,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0912/
439,CVE-1999-0911,,,Overflow,1999-08-27,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0911/
440,CVE-1999-0910,,,,1999-09-10,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0910/
441,CVE-1999-0909,264,,Bypass,1999-09-20,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0909/
442,CVE-1999-0908,,,DoS,1999-09-23,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0908/
443,CVE-1999-0907,,,,1999-09-16,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0907/
444,CVE-1999-0906,,,Overflow,1999-09-23,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0906/
445,CVE-1999-0905,,,DoS,1999-10-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0905/
446,CVE-1999-0904,,,DoS Overflow,1999-11-03,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0904/
447,CVE-1999-0903,,,,1999-10-26,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0903/
448,CVE-1999-0902,,,,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0902/
449,CVE-1999-0901,,,,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0901/
450,CVE-1999-0900,,,Overflow +Priv,1999-10-23,2008-09-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0900/
451,CVE-1999-0899,264,,Exec Code,1999-11-04,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0899/
452,CVE-1999-0898,119,,DoS Overflow +Priv,1999-11-04,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0898/
453,CVE-1999-0896,,,Exec Code Overflow,1999-11-04,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0896/
454,CVE-1999-0895,,,,1999-10-20,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0895/
455,CVE-1999-0893,,,,1999-10-11,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0893/
456,CVE-1999-0892,,,Overflow,1999-12-24,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0892/
457,CVE-1999-0891,94,,,1999-09-01,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0891/
458,CVE-1999-0890,,,Exec Code +Info,1999-09-16,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0890/
459,CVE-1999-0889,,,,1999-07-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0889/
460,CVE-1999-0888,,,'+Priv,1999-08-16,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0888/
461,CVE-1999-0887,,,,1999-11-04,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0887/
462,CVE-1999-0886,16,,,1999-09-17,2018-10-12,9.0,Admin,Remote,Low,Single system,Complete,Complete,Complete,/cve/CVE-1999-0886/
463,CVE-1999-0885,,,Exec Code,1999-11-03,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-0885/
464,CVE-1999-0884,,,,1999-10-25,2018-05-02,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0884/
465,CVE-1999-0883,,,,1999-10-25,2018-05-02,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0883/
466,CVE-1999-0882,,,,1999-10-28,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0882/
467,CVE-1999-0881,,,,1999-10-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0881/
468,CVE-1999-0880,,,DoS,1999-10-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0880/
469,CVE-1999-0879,,,Overflow +Priv,1999-10-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0879/
470,CVE-1999-0878,,,Overflow +Priv,1999-08-22,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0878/
471,CVE-1999-0877,200,,'+Info,1999-10-01,2018-10-12,4.3,None,Remote,Medium,Not required,Partial,None,None,/cve/CVE-1999-0877/
472,CVE-1999-0875,16,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0875/
473,CVE-1999-0874,119,,DoS Overflow,1999-06-16,2018-10-12,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0874/
474,CVE-1999-0873,,,Overflow,1999-10-30,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0873/
475,CVE-1999-0872,,,Overflow,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0872/
476,CVE-1999-0867,20,,DoS,1999-08-11,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0867/
477,CVE-1999-0866,,,Overflow +Priv,1999-12-03,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0866/
478,CVE-1999-0865,,,Overflow,1999-12-03,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0865/
479,CVE-1999-0864,,,,1999-12-03,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0864/
480,CVE-1999-0863,,,Overflow,1999-11-08,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0863/
481,CVE-1999-0862,,,'+Priv,1999-12-02,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0862/
482,CVE-1999-0861,362,,'+Info,1999-08-11,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-0861/
483,CVE-1999-0860,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0860/
484,CVE-1999-0859,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0859/
485,CVE-1999-0858,16,,,1999-12-02,2018-10-12,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-0858/
486,CVE-1999-0857,,,,1999-12-01,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0857/
487,CVE-1999-0856,,,,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-0856/
488,CVE-1999-0855,,,Overflow,1999-12-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0855/
489,CVE-1999-0854,,,,1999-11-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0854/
490,CVE-1999-0853,,,Overflow +Priv,1999-12-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0853/
491,CVE-1999-0852,,,,1999-12-02,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0852/
492,CVE-1999-0851,,,DoS,1999-11-10,2018-10-30,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0851/
493,CVE-1999-0850,,,,1999-12-02,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-0850/
494,CVE-1999-0849,,,DoS,1999-11-10,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0849/
495,CVE-1999-0848,,,DoS,1999-11-10,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0848/
496,CVE-1999-0847,,,Overflow,1999-11-29,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0847/
497,CVE-1999-0846,,,DoS,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0846/
498,CVE-1999-0845,,,Overflow,1999-11-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0845/
499,CVE-1999-0844,,,DoS,1999-11-24,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0844/
500,CVE-1999-0843,,,DoS,1999-11-04,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0843/
501,CVE-1999-0842,,,,1999-11-29,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0842/
502,CVE-1999-0841,,,Overflow +Priv,1999-11-30,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0841/
503,CVE-1999-0840,,,Overflow +Priv,1999-11-30,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0840/
504,CVE-1999-0839,264,,'+Priv,1999-11-29,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0839/
505,CVE-1999-0838,,,DoS Overflow,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0838/
506,CVE-1999-0837,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0837/
507,CVE-1999-0835,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0835/
508,CVE-1999-0834,,,Overflow,1999-12-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0834/
509,CVE-1999-0833,,,Overflow,1999-11-10,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0833/
510,CVE-1999-0832,,,Exec Code Overflow,1999-11-09,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0832/
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0831/
512,CVE-1999-0830,,,Overflow,1999-11-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0830/
513,CVE-1999-0829,,,,1999-11-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0829/
514,CVE-1999-0828,,,,1999-12-02,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-0828/
515,CVE-1999-0827,,,,1999-11-01,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-0827/
516,CVE-1999-0826,,,Overflow +Priv,1999-12-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0826/
517,CVE-1999-0825,,,,1999-12-03,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-0825/
518,CVE-1999-0824,,,,1999-11-30,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0824/
519,CVE-1999-0823,,,Overflow +Priv,1999-12-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0823/
520,CVE-1999-0822,,,Overflow,1999-11-30,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0822/
521,CVE-1999-0821,,,'+Priv,1999-11-08,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0821/
522,CVE-1999-0820,,,'+Priv,1999-12-01,2008-09-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0820/
523,CVE-1999-0819,,,,1999-12-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0819/
524,CVE-1999-0818,,,Overflow,1999-11-20,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0818/
525,CVE-1999-0817,,,,1999-09-15,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0817/
526,CVE-1999-0815,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0815/
527,CVE-1999-0814,,,,1999-08-11,2008-09-09,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0814/
528,CVE-1999-0813,,,'+Priv,1999-08-10,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0813/
529,CVE-1999-0811,,,Overflow,1999-07-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0811/
530,CVE-1999-0810,,,DoS,1999-07-21,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0810/
531,CVE-1999-0809,,,,1999-07-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0809/
532,CVE-1999-0808,,,DoS Exec Code Overflow,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0808/
533,CVE-1999-0807,,,,1999-05-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0807/
534,CVE-1999-0806,,,Overflow,1999-05-10,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0806/
535,CVE-1999-0804,,,DoS,1999-06-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0804/
536,CVE-1999-0803,,,,1999-05-25,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0803/
537,CVE-1999-0802,119,,Exec Code Overflow,1999-05-27,2018-10-12,7.6,Admin,Remote,High,Not required,Complete,Complete,Complete,/cve/CVE-1999-0802/
538,CVE-1999-0801,,,,1999-04-09,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0801/
539,CVE-1999-0794,59,,,1999-10-01,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0794/
540,CVE-1999-0793,,,,1999-11-17,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-0793/
541,CVE-1999-0791,,,,1999-10-06,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0791/
542,CVE-1999-0789,,,Overflow,1999-09-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0789/
543,CVE-1999-0788,,,DoS,1999-09-26,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0788/
544,CVE-1999-0787,,,,1999-09-17,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0787/
545,CVE-1999-0786,,,,1999-09-22,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0786/
546,CVE-1999-0785,,,'+Priv,1999-05-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0785/
547,CVE-1999-0778,,,Overflow,1999-06-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0778/
548,CVE-1999-0777,264,,,1999-09-23,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0777/
549,CVE-1999-0776,,,,1999-05-12,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0776/
550,CVE-1999-0775,,,,1999-06-10,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0775/
551,CVE-1999-0774,,,Overflow,1999-08-31,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0774/
552,CVE-1999-0773,,,Overflow,1999-05-11,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0773/
553,CVE-1999-0772,,,DoS,1999-06-01,2008-09-09,6.4,None,Remote,Low,Not required,Partial,None,Partial,/cve/CVE-1999-0772/
554,CVE-1999-0771,,,,1999-05-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0771/
